entry_id,cell_id,proj,layer
bank_charter,p3_t3_e1,-0.28791192173957825,48
bank_charter,p3_t3_e2,-0.29509875178337097,48
bank_charter,p3_t3_e3,-0.28951072692871094,48
bank_charter,p3_t4_e0,-0.2988431453704834,48
bank_charter,p3_t4_e1,-0.2876092791557312,48
bank_charter,p3_t4_e2,-0.29459235072135925,48
bank_charter,p3_t4_e3,-0.28959837555885315,48
bank_charter,p4_t0_e0,-0.30471155047416687,48
bank_charter,p4_t0_e1,-0.29018673300743103,48
bank_charter,p4_t0_e2,-0.29939112067222595,48
bank_charter,p4_t0_e3,-0.29003140330314636,48
bank_charter,p4_t1_e0,-0.30911701917648315,48
bank_charter,p4_t1_e1,-0.2919958233833313,48
bank_charter,p4_t1_e2,-0.3019832372665405,48
bank_charter,p4_t1_e3,-0.29472675919532776,48
bank_charter,p4_t2_e0,-0.31117409467697144,48
bank_charter,p4_t2_e1,-0.2971233129501343,48
bank_charter,p4_t2_e2,-0.3051087260246277,48
bank_charter,p4_t2_e3,-0.29996341466903687,48
bank_charter,p4_t3_e0,-0.3057684302330017,48
bank_charter,p4_t3_e1,-0.2938395142555237,48
bank_charter,p4_t3_e2,-0.299576073884964,48
bank_charter,p4_t3_e3,-0.29295170307159424,48
bank_charter,p4_t4_e0,-0.30914488434791565,48
bank_charter,p4_t4_e1,-0.2940117418766022,48
bank_charter,p4_t4_e2,-0.30175498127937317,48
bank_charter,p4_t4_e3,-0.29409945011138916,48
boarding_school,p0_t0_e0,0.18235339224338531,48
boarding_school,p0_t0_e1,0.18337644636631012,48
boarding_school,p0_t0_e2,0.18446092307567596,48
boarding_school,p0_t0_e3,0.18880869448184967,48
boarding_school,p0_t1_e0,0.1908540576696396,48
boarding_school,p0_t1_e1,0.19337984919548035,48
boarding_school,p0_t1_e2,0.19314192235469818,48
boarding_school,p0_t1_e3,0.1956821233034134,48
boarding_school,p0_t2_e0,0.19869501888751984,48
boarding_school,p0_t2_e1,0.19970738887786865,48
boarding_school,p0_t2_e2,0.20425839722156525,48
boarding_school,p0_t2_e3,0.20354700088500977,48
boarding_school,p0_t3_e0,0.19348777830600739,48
boarding_school,p0_t3_e1,0.19556905329227448,48
boarding_school,p0_t3_e2,0.1953255981206894,48
boarding_school,p0_t3_e3,0.19433064758777618,48
boarding_school,p0_t4_e0,0.19075393676757812,48
boarding_school,p0_t4_e1,0.19157694280147552,48
boarding_school,p0_t4_e2,0.19605082273483276,48
boarding_school,p0_t4_e3,0.19604989886283875,48
boarding_school,p1_t0_e0,0.1772797703742981,48
boarding_school,p1_t0_e1,0.18021848797798157,48
boarding_school,p1_t0_e2,0.1839168518781662,48
boarding_school,p1_t0_e3,0.18221180140972137,48
boarding_school,p1_t1_e0,0.18925052881240845,48
boarding_school,p1_t1_e1,0.18781831860542297,48
boarding_school,p1_t1_e2,0.1916181445121765,48
boarding_school,p1_t1_e3,0.1881120353937149,48
boarding_school,p1_t2_e0,0.1941622793674469,48
boarding_school,p1_t2_e1,0.19437703490257263,48
boarding_school,p1_t2_e2,0.19605356454849243,48
boarding_school,p1_t2_e3,0.19953469932079315,48
boarding_school,p1_t3_e0,0.18614082038402557,48
boarding_school,p1_t3_e1,0.1883668154478073,48
boarding_school,p1_t3_e2,0.18939360976219177,48
boarding_school,p1_t3_e3,0.18991719186306,48
boarding_school,p1_t4_e0,0.18383745849132538,48
boarding_school,p1_t4_e1,0.1858624517917633,48
boarding_school,p1_t4_e2,0.18909262120723724,48
boarding_school,p1_t4_e3,0.18944962322711945,48
boarding_school,p2_t0_e0,0.18419933319091797,48
boarding_school,p2_t0_e1,0.18807099759578705,48
boarding_school,p2_t0_e2,0.18654492497444153,48
boarding_school,p2_t0_e3,0.19179852306842804,48
boarding_school,p2_t1_e0,0.20004034042358398,48
boarding_school,p2_t1_e1,0.20183300971984863,48
boarding_school,p2_t1_e2,0.2045450210571289,48
boarding_school,p2_t1_e3,0.20572924613952637,48
boarding_school,p2_t2_e0,0.20638509094715118,48
boarding_school,p2_t2_e1,0.20642653107643127,48
boarding_school,p2_t2_e2,0.20809461176395416,48
boarding_school,p2_t2_e3,0.2072167545557022,48
boarding_school,p2_t3_e0,0.20143195986747742,48
boarding_school,p2_t3_e1,0.20476476848125458,48
boarding_school,p2_t3_e2,0.2043425440788269,48
boarding_school,p2_t3_e3,0.2060185670852661,48
boarding_school,p2_t4_e0,0.1987827718257904,48
boarding_school,p2_t4_e1,0.20062533020973206,48
boarding_school,p2_t4_e2,0.20208558440208435,48
boarding_school,p2_t4_e3,0.20140692591667175,48
boarding_school,p3_t0_e0,0.1825280785560608,48
boarding_school,p3_t0_e1,0.181336909532547,48
boarding_school,p3_t0_e2,0.18629726767539978,48
boarding_school,p3_t0_e3,0.18256282806396484,48
boarding_school,p3_t1_e0,0.18631814420223236,48
boarding_school,p3_t1_e1,0.1878107786178589,48
boarding_school,p3_t1_e2,0.1910775750875473,48
boarding_school,p3_t1_e3,0.19191700220108032,48
boarding_school,p3_t2_e0,0.19836488366127014,48
boarding_school,p3_t2_e1,0.1958945244550705,48
boarding_school,p3_t2_e2,0.19783660769462585,48
boarding_school,p3_t2_e3,0.1979604959487915,48
boarding_school,p3_t3_e0,0.18923652172088623,48
boarding_school,p3_t3_e1,0.18935321271419525,48
boarding_school,p3_t3_e2,0.19433154165744781,48
boarding_school,p3_t3_e3,0.1925642043352127,48
boarding_school,p3_t4_e0,0.1883530169725418,48
boarding_school,p3_t4_e1,0.18905562162399292,48
boarding_school,p3_t4_e2,0.19382165372371674,48
boarding_school,p3_t4_e3,0.19308185577392578,48
boarding_school,p4_t0_e0,0.17730556428432465,48
boarding_school,p4_t0_e1,0.1792512983083725,48
boarding_school,p4_t0_e2,0.1806924194097519,48
boarding_school,p4_t0_e3,0.18053822219371796,48
boarding_school,p4_t1_e0,0.1915389746427536,48
boarding_school,p4_t1_e1,0.19032900035381317,48
boarding_school,p4_t1_e2,0.1920643150806427,48
boarding_school,p4_t1_e3,0.19440309703350067,48
boarding_school,p4_t2_e0,0.19793005287647247,48
boarding_school,p4_t2_e1,0.200577512383461,48
boarding_school,p4_t2_e2,0.1995050609111786,48
boarding_school,p4_t2_e3,0.20363932847976685,48
boarding_school,p4_t3_e0,0.19139616191387177,48
boarding_school,p4_t3_e1,0.1938730776309967,48
boarding_school,p4_t3_e2,0.19398625195026398,48
boarding_school,p4_t3_e3,0.1943546086549759,48
boarding_school,p4_t4_e0,0.1869654655456543,48
boarding_school,p4_t4_e1,0.1910030096769333,48
boarding_school,p4_t4_e2,0.19345664978027344,48
boarding_school,p4_t4_e3,0.1928890347480774,48
caching_layer,p0_t0_e0,0.38240838050842285,48
caching_layer,p0_t0_e1,0.3819682002067566,48
caching_layer,p0_t0_e2,0.3813587725162506,48
caching_layer,p0_t0_e3,0.37616679072380066,48
caching_layer,p0_t1_e0,0.376160591840744,48
caching_layer,p0_t1_e1,0.3754490613937378,48
caching_layer,p0_t1_e2,0.37694329023361206,48
caching_layer,p0_t1_e3,0.37311697006225586,48
caching_layer,p0_t2_e0,0.3750545382499695,48
caching_layer,p0_t2_e1,0.37349092960357666,48
caching_layer,p0_t2_e2,0.374238520860672,48
caching_layer,p0_t2_e3,0.37259918451309204,48
caching_layer,p0_t3_e0,0.375682532787323,48
caching_layer,p0_t3_e1,0.37633681297302246,48
caching_layer,p0_t3_e2,0.37646016478538513,48
caching_layer,p0_t3_e3,0.37432438135147095,48
caching_layer,p0_t4_e0,0.37821945548057556,48
caching_layer,p0_t4_e1,0.3798319101333618,48
caching_layer,p0_t4_e2,0.3786822557449341,48
caching_layer,p0_t4_e3,0.3738352954387665,48
caching_layer,p1_t0_e0,0.3819150924682617,48
caching_layer,p1_t0_e1,0.378784716129303,48
caching_layer,p1_t0_e2,0.37997859716415405,48
caching_layer,p1_t0_e3,0.3760787844657898,48
